name,pokedex_number,type1,type2,abilities,generation,is_legendary,base_total,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,sp_attack,sp_defense,speed,weight_kg
Oshawott,501,water,,"['Torrent', 'Shell Armor']",5,0,308,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,Sea Otter Pokémon,45,1059860,0.5,55,Mijumaruミジュマル,88.1,63,45,45,5.9
Dewott,502,water,,"['Torrent', 'Shell Armor']",5,0,413,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,Discipline Pokémon,60,1059860,0.8,75,Futachimaruフタチマル,88.1,83,60,60,24.5
Samurott,503,water,,"['Torrent', 'Shell Armor']",5,0,528,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,Formidable Pokémon,85,1059860,1.5,95,Daikenkiダイケンキ,88.1,108,70,70,94.6
Patrat,504,normal,,"['Run Away', 'Keen Eye', 'Analytic']",5,0,255,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,Scout Pokémon,39,1000000,0.5,45,Minezumiミネズミ,50,35,39,42,11.6
Watchog,505,normal,,"['Illuminate', 'Keen Eye', 'Analytic']",5,0,420,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,Lookout Pokémon,69,1000000,1.1,60,Miruhogミルホッグ,50,60,69,77,27
Lillipup,506,normal,,"['Vital Spirit', 'Pickup', 'Run Away']",5,0,275,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,Puppy Pokémon,45,1059860,0.4,45,Yorterrieヨーテリー,50,25,45,55,4.1
Herdier,507,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",5,0,370,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,Loyal Dog Pokémon,65,1059860,0.9,65,Herderrieハーデリア,50,35,65,60,14.7
Stoutland,508,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",5,0,500,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,Big-Hearted Pokémon,90,1059860,1.2,85,Moolandムーランド,50,45,90,80,61
Purrloin,509,dark,,"['Limber', 'Unburden', 'Prankster']",5,0,281,255,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,Devious Pokémon,37,1000000,0.4,41,Choronekoチョロネコ,50,50,37,66,10.1
Liepard,510,dark,,"['Limber', 'Unburden', 'Prankster']",5,0,446,90,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,Cruel Pokémon,50,1000000,1.1,64,Lepardasレパルダス,50,88,50,106,37.5
Pansage,511,grass,,"['Gluttony', 'Overgrow']",5,0,316,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,Grass Monkey Pokémon,48,1000000,0.6,50,Yanappuヤナップ,88.1,53,48,64,10.5
Simisage,512,grass,,"['Gluttony', 'Overgrow']",5,0,498,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,Thorn Monkey Pokémon,63,1000000,1.1,75,Yanakkieヤナッキー,88.1,98,63,101,30.5
Pansear,513,fire,,"['Gluttony', 'Blaze']",5,0,316,190,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,High Temp Pokémon,48,1000000,0.6,50,Baoppuバオップ,88.1,53,48,64,11
Simisear,514,fire,,"['Gluttony', 'Blaze']",5,0,498,75,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,Ember Pokémon,63,1000000,1,75,Baokkieバオッキー,88.1,98,63,101,28
Panpour,515,water,,"['Gluttony', 'Torrent']",5,0,316,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,Spray Pokémon,48,1000000,0.6,50,Hiyappuヒヤップ,88.1,53,48,64,13.5
Simipour,516,water,,"['Gluttony', 'Torrent']",5,0,498,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,Geyser Pokémon,63,1000000,1,75,Hiyakkieヒヤッキー,88.1,98,63,101,29
Munna,517,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",5,0,292,190,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,Dream Eater Pokémon,45,800000,0.6,76,Munnaムンナ,50,67,55,24,23.3
Musharna,518,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",5,0,487,75,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,Drowsing Pokémon,85,800000,1.1,116,Musharnaムシャーナ,50,107,95,29,60.5
Pidove,519,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",5,0,264,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,Tiny Pigeon Pokémon,50,1059860,0.3,50,Mamepatoマメパト,50,36,30,43,2.1
Tranquill,520,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",5,0,358,120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,Wild Pigeon Pokémon,62,1059860,0.6,62,Hatobohハトーボー,50,50,42,65,15
Unfezant,521,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",5,0,488,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,Proud Pokémon,80,1059860,1.2,80,Kenhallowケンホロウ,50,65,55,93,29
Blitzle,522,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",5,0,295,190,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,Electrified Pokémon,32,1000000,0.8,45,Shimamaシママ,50,50,32,76,29.8
Zebstrika,523,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",5,0,497,75,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,Thunderbolt Pokémon,63,1000000,1.6,75,Zebraikaゼブライカ,50,80,63,116,79.5
Roggenrola,524,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",5,0,280,255,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,Mantle Pokémon,85,1059860,0.4,55,Dangoroダンゴロ,50,25,25,15,18
Boldore,525,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",5,0,390,120,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,Ore Pokémon,105,1059860,0.9,70,Gantleガントル,50,50,40,20,102
Gigalith,526,rock,,"['Sturdy', 'Sand Stream', 'Sand Force']",5,0,515,45,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,Compressed Pokémon,130,1059860,1.7,85,Gigaiathギガイアス,50,60,80,25,260
Woobat,527,psychic,flying,"['Unaware', 'Klutz', 'Simple']",5,0,323,190,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,Bat Pokémon,43,1000000,0.4,65,Koromoriコロモリ,50,55,43,72,2.1
Swoobat,528,psychic,flying,"['Unaware', 'Klutz', 'Simple']",5,0,425,45,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,Courting Pokémon,55,1000000,0.9,67,Kokoromoriココロモリ,50,77,55,114,10.5
Drilbur,529,ground,,"['Sand Rush', 'Sand Force', 'Mold Breaker']",5,0,328,120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,Mole Pokémon,40,1000000,0.3,60,Mogurewモグリュー,50,30,45,68,8.5
Excadrill,530,ground,steel,"['Sand Rush', 'Sand Force', 'Mold Breaker']",5,0,508,60,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,Subterrene Pokémon,60,1000000,0.7,110,Doryuzuドリュウズ,50,50,65,88,40.4
Audino,531,normal,,"['Healer', 'Regenerator', 'Klutz']",5,0,545,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,Hearing Pokémon,126,800000,1.1,103,Tabunneタブンネ,50,80,126,50,31
Timburr,532,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",5,0,305,180,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,Muscular Pokémon,55,1059860,0.6,75,Dokkorerドッコラー,75.4,25,35,35,12.5
Gurdurr,533,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",5,0,405,90,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,Muscular Pokémon,85,1059860,1.2,85,Dotekkotsuドテッコツ,75.4,40,50,40,40
Conkeldurr,534,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",5,0,505,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,Muscular Pokémon,95,1059860,1.4,105,Roubushinローブシン,75.4,55,65,45,87
Tympole,535,water,,"['Swift Swim', 'Hydration', 'Water Absorb']",5,0,294,255,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,Tadpole Pokémon,40,1059860,0.5,50,Otamaroオタマロ,50,50,40,64,4.5
Palpitoad,536,water,ground,"['Swift Swim', 'Hydration', 'Water Absorb']",5,0,384,120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,Vibration Pokémon,55,1059860,0.8,75,Gamagaruガマガル,50,65,55,69,17
Seismitoad,537,water,ground,"['Swift Swim', 'Poison Touch', 'Water Absorb']",5,0,509,45,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,Vibration Pokémon,75,1059860,1.5,105,Gamagerogeガマゲロゲ,50,85,75,74,62
Throh,538,fighting,,"['Guts', 'Inner Focus', 'Mold Breaker']",5,0,465,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,Judo Pokémon,85,1000000,1.3,120,Nagekiナゲキ,100,30,85,45,55.5
Sawk,539,fighting,,"['Sturdy', 'Inner Focus', 'Mold Breaker']",5,0,465,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,Karate Pokémon,75,1000000,1.4,75,Dagekiダゲキ,100,30,75,85,51
Sewaddle,540,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",5,0,310,255,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,Sewing Pokémon,70,1059860,0.3,45,Kurumiruクルミル,50,40,60,42,2.5
Swadloon,541,bug,grass,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",5,0,380,120,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,Leaf-Wrapped Pokémon,90,1059860,0.5,55,Kurumayuクルマユ,50,50,80,42,7.3
Leavanny,542,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",5,0,500,45,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,Nurturing Pokémon,80,1059860,1.2,75,Hahakomoriハハコモリ,50,70,80,92,20.5
Venipede,543,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",5,0,260,255,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,Centipede Pokémon,59,1059860,0.4,30,Fushideフシデ,50,30,39,57,5.3
Whirlipede,544,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",5,0,360,120,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,Curlipede Pokémon,99,1059860,1.2,40,Wheegaホイーガ,50,40,79,47,58.5
Scolipede,545,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",5,0,485,45,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,Megapede Pokémon,89,1059860,2.5,60,Pendrorペンドラー,50,55,69,112,200.5
Cottonee,546,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",5,0,280,190,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,Cotton Puff Pokémon,60,1000000,0.3,40,Monmenモンメン,50,37,50,66,0.6
Whimsicott,547,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",5,0,480,75,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,Windveiled Pokémon,85,1000000,0.7,60,Elfuunエルフーン,50,77,75,116,6.6
Petilil,548,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",5,0,280,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,Bulb Pokémon,50,1000000,0.5,45,Churineチュリネ,0,70,50,30,6.6
Lilligant,549,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",5,0,480,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,Flowering Pokémon,75,1000000,1.1,70,Dredearドレディア,0,110,75,90,16.3
Basculin,550,water,,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",5,0,460,25,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,Hostile Pokémon,65,1000000,1,70,Bassraoバスラオ,50,80,55,98,18
Sandile,551,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",5,0,292,180,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,Desert Croc Pokémon,35,1059860,0.7,50,Megurocoメグロコ,50,35,35,65,15.2
Krokorok,552,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",5,0,351,90,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,Desert Croc Pokémon,45,1059860,1,60,Waruvileワルビル,50,45,45,74,33.4
Krookodile,553,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",5,0,519,45,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,Intimidation Pokémon,80,1059860,1.5,95,Waruvialワルビアル,50,65,70,92,96.3
Darumaka,554,fire,,"['Hustle', 'Inner Focus']",5,0,315,120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,Zen Charm Pokémon,45,1059860,0.6,70,Darumakkaダルマッカ,50,15,45,50,37.5
Darmanitan,555,fire,fire,"['Sheer Force', 'Zen Mode']",5,0,540,60,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,Blazing Pokémon,105,1059860,1.3,105,Hihidarumaヒヒダルマ,50,140,105,55,92.9
Maractus,556,grass,,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",5,0,461,255,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,Cactus Pokémon,67,1000000,1,75,Maracacchiマラカッチ,50,106,67,60,28
Dwebble,557,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",5,0,325,190,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,Rock Inn Pokémon,85,1000000,0.3,50,Ishizumaiイシズマイ,50,35,35,55,14.5
Crustle,558,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",5,0,485,75,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,Stone Home Pokémon,125,1000000,1.4,70,Iwapalaceイワパレス,50,65,75,45,200
Scraggy,559,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",5,0,348,180,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,Shedding Pokémon,70,1000000,0.6,50,Zurugguズルッグ,50,35,70,48,11.8
Scrafty,560,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",5,0,488,90,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,Hoodlum Pokémon,115,1000000,1.1,65,Zuruzukinズルズキン,50,45,115,58,30
Sigilyph,561,psychic,flying,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",5,0,490,45,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,Avianoid Pokémon,80,1000000,1.4,72,Symbolerシンボラー,50,103,80,97,14
Yamask,562,ghost,,['Mummy'],5,0,303,190,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,Spirit Pokémon,85,1000000,0.5,38,Desumasuデスマス,50,55,65,30,1.5
Cofagrigus,563,ghost,,['Mummy'],5,0,483,90,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,Coffin Pokémon,145,1000000,1.7,58,Desukarnデスカーン,50,95,105,30,76.5
Tirtouga,564,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",5,0,355,45,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,Prototurtle Pokémon,103,1000000,0.7,54,Protogaプロトーガ,88.1,53,45,22,16.5
Carracosta,565,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",5,0,495,45,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,Prototurtle Pokémon,133,1000000,1.2,74,Abagouraアバゴーラ,88.1,83,65,32,81
Archen,566,rock,flying,['Defeatist'],5,0,401,45,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,First Bird Pokémon,45,1000000,0.5,55,Archenアーケン,88.1,74,45,70,9.5
Archeops,567,rock,flying,['Defeatist'],5,0,567,45,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,First Bird Pokémon,65,1000000,1.4,75,Archeosアーケオス,88.1,112,65,110,32
Trubbish,568,poison,,"['Stench', 'Sticky Hold', 'Aftermath']",5,0,329,190,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,Trash Bag Pokémon,62,1000000,0.6,50,Yabukuronヤブクロン,50,40,62,65,31
Garbodor,569,poison,,"['Stench', 'Weak Armor', 'Aftermath']",5,0,474,60,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,Trash Heap Pokémon,82,1000000,1.9,80,Dustdasダストダス,50,60,82,75,107.3
Zorua,570,dark,,['Illusion'],5,0,330,75,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,Tricky Fox Pokémon,40,1059860,0.7,40,Zoruaゾロア,88.1,80,40,65,12.5
Zoroark,571,dark,,['Illusion'],5,0,510,45,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,Illusion Fox Pokémon,60,1059860,1.6,60,Zoroarkゾロアーク,88.1,120,60,105,81.1
Minccino,572,normal,,"['Cute Charm', 'Technician', 'Skill Link']",5,0,300,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,Chinchilla Pokémon,40,800000,0.4,55,Chillarmyチラーミィ,24.6,40,40,75,5.8
Cinccino,573,normal,,"['Cute Charm', 'Technician', 'Skill Link']",5,0,470,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,Scarf Pokémon,60,800000,0.5,75,Chillaccinoチラチーノ,24.6,65,60,115,7.5
Gothita,574,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",5,0,290,200,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,Fixation Pokémon,50,1059860,0.4,45,Gothimuゴチム,24.6,55,65,45,5.8
Gothorita,575,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",5,0,390,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,Manipulate Pokémon,70,1059860,0.7,60,Gothimiruゴチミル,24.6,75,85,55,18
Gothitelle,576,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",5,0,490,50,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,Astral Body Pokémon,95,1059860,1.5,70,Gothiruselleゴチルゼル,24.6,95,110,65,44
Solosis,577,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",5,0,290,200,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,Cell Pokémon,40,1059860,0.3,45,Uniranユニラン,50,105,50,20,1
Duosion,578,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",5,0,370,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,Mitosis Pokémon,50,1059860,0.6,65,Doublanダブラン,50,125,60,30,8
Reuniclus,579,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",5,0,490,50,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,Multiplying Pokémon,75,1059860,1,110,Lanculusランクルス,50,125,85,30,20.1
Ducklett,580,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",5,0,305,190,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,5120,70,Water Bird Pokémon,50,1000000,0.5,62,Koaruhieコアルヒー,50,44,50,55,5.5
Swanna,581,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",5,0,473,45,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,5120,70,White Bird Pokémon,63,1000000,1.3,75,Swannaスワンナ,50,87,63,98,24.2
Vanillite,582,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",5,0,305,255,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,Fresh Snow Pokémon,50,1250000,0.4,36,Vanipetiバニプッチ,50,65,60,44,5.7
Vanillish,583,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",5,0,395,120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,5120,70,Icy Snow Pokémon,65,1250000,1.1,51,Vanirichバニリッチ,50,80,75,59,41
Vanilluxe,584,ice,,"['Ice Body', 'Snow Warning', 'Weak Armor']",5,0,535,45,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,5120,70,Snowstorm Pokémon,85,1250000,1.3,71,Baivanillaバイバニラ,50,110,95,79,57.5
Deerling,585,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",5,0,335,190,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,Season Pokémon,50,1000000,0.6,60,Shikijikaシキジカ,50,40,50,75,19.5
Sawsbuck,586,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",5,0,475,75,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,Season Pokémon,70,1000000,1.9,80,Mebukijikaメブキジカ,50,60,70,95,92.5
Emolga,587,electric,flying,"['Static', 'Motor Drive']",5,0,428,200,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,Sky Squirrel Pokémon,60,1000000,0.4,55,Emongaエモンガ,50,75,60,103,5
Karrablast,588,bug,,"['Swarm', 'Shed Skin', 'No Guard']",5,0,315,200,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3840,70,Clamping Pokémon,45,1000000,0.5,50,Kaburumoカブルモ,50,40,45,60,5.9
Escavalier,589,bug,steel,"['Swarm', 'Shell Armor', 'Overcoat']",5,0,495,75,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,Cavalry Pokémon,105,1000000,1,70,Chevargoシュバルゴ,50,60,105,20,33
Foongus,590,grass,poison,"['Effect Spore', 'Regenerator']",5,0,294,190,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,Mushroom Pokémon,45,1000000,0.2,69,Tamagetakeタマゲタケ,50,55,55,15,1
Amoonguss,591,grass,poison,"['Effect Spore', 'Regenerator']",5,0,464,75,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,Mushroom Pokémon,70,1000000,0.6,114,Morobareruモロバレル,50,85,80,30,10.5
Frillish,592,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",5,0,335,190,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,Floating Pokémon,50,1000000,1.2,55,Pururillプルリル,50,65,85,40,33
Jellicent,593,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",5,0,480,60,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,Floating Pokémon,70,1000000,2.2,100,Burungelブルンゲル,50,85,105,60,135
Alomomola,594,water,,"['Healer', 'Hydration', 'Regenerator']",5,0,470,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10240,70,Caring Pokémon,80,800000,1.2,165,Mamanbouママンボウ,50,40,45,65,31.6
Joltik,595,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",5,0,319,190,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,Attaching Pokémon,50,1000000,0.1,50,Bachuruバチュル,50,57,50,65,0.6
Galvantula,596,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",5,0,472,75,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,EleSpider Pokémon,60,1000000,0.8,70,Dentulaデンチュラ,50,97,60,108,14.3
Ferroseed,597,grass,steel,['Iron Barbs'],5,0,305,255,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,Thorn Seed Pokémon,91,1000000,0.6,44,Tesseedテッシード,50,24,86,10,18.8
Ferrothorn,598,grass,steel,"['Iron Barbs', 'Anticipation']",5,0,489,90,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,Thorn Pod Pokémon,131,1000000,1,74,Nutreyナットレイ,50,54,116,20,110
